date,alert_hours,year,month,weekday
2026-04-27,155,2026,4,Monday
2026-04-28,171,2026,4,Tuesday
2026-04-29,182,2026,4,Wednesday
2026-04-30,222,2026,4,Thursday
2026-05-01,245,2026,5,Friday
2026-05-02,253,2026,5,Saturday
2026-05-03,215,2026,5,Sunday
2026-05-04,199,2026,5,Monday
2026-05-05,221,2026,5,Tuesday
2026-05-06,176,2026,5,Wednesday
2026-05-07,210,2026,5,Thursday
2026-05-08,166,2026,5,Friday
2026-05-09,82,2026,5,Saturday
2026-05-10,104,2026,5,Sunday
2026-05-11,86,2026,5,Monday
2026-05-12,200,2026,5,Tuesday
2026-05-13,354,2026,5,Wednesday
2026-05-14,240,2026,5,Thursday
2026-05-15,247,2026,5,Friday
2026-05-16,272,2026,5,Saturday
2026-05-17,248,2026,5,Sunday
2026-05-18,264,2026,5,Monday
2026-05-19,242,2026,5,Tuesday
2026-05-20,203,2026,5,Wednesday
2026-05-21,182,2026,5,Thursday
2026-05-22,179,2026,5,Friday
2026-05-23,217,2026,5,Saturday
2026-05-24,283,2026,5,Sunday
2026-05-25,215,2026,5,Monday
2026-05-26,219,2026,5,Tuesday
2026-05-27,267,2026,5,Wednesday
2026-05-28,200,2026,5,Thursday
2026-05-29,270,2026,5,Friday
2026-05-30,217,2026,5,Saturday
2026-05-31,227,2026,5,Sunday
2026-06-01,224,2026,6,Monday
2026-06-02,272,2026,6,Tuesday
2026-06-03,230,2026,6,Wednesday
2026-06-04,223,2026,6,Thursday
2026-06-05,223,2026,6,Friday
2026-06-06,195,2026,6,Saturday
2026-06-07,215,2026,6,Sunday
2026-06-08,245,2026,6,Monday
2026-06-09,190,2026,6,Tuesday
2026-06-10,188,2026,6,Wednesday
2026-06-11,200,2026,6,Thursday
2026-06-12,193,2026,6,Friday
2026-06-13,194,2026,6,Saturday
2026-06-14,182,2026,6,Sunday
2026-06-15,220,2026,6,Monday
2026-06-16,163,2026,6,Tuesday
2026-06-17,168,2026,6,Wednesday
2026-06-18,205,2026,6,Thursday
2026-06-19,161,2026,6,Friday
2026-06-20,13,2026,6,Saturday
