date,oblast,alert_hours,year,month,weekday
2025-12-16,Mykolaivska oblast,0,2025,12,Tuesday
2025-12-16,Odeska oblast,19,2025,12,Tuesday
2025-12-16,Poltavska oblast,6,2025,12,Tuesday
2025-12-16,Rivnenska oblast,0,2025,12,Tuesday
2025-12-16,Sumska oblast,14,2025,12,Tuesday
2025-12-16,Ternopilska oblast,0,2025,12,Tuesday
2025-12-16,Vinnytska oblast,0,2025,12,Tuesday
2025-12-16,Volynska oblast,0,2025,12,Tuesday
2025-12-16,Zakarpatska oblast,0,2025,12,Tuesday
2025-12-16,Zaporizka oblast,20,2025,12,Tuesday
2025-12-16,Zhytomyrska oblast,0,2025,12,Tuesday
2025-12-17,Cherkaska oblast,5,2025,12,Wednesday
2025-12-17,Chernihivska oblast,13,2025,12,Wednesday
2025-12-17,Chernivetska oblast,0,2025,12,Wednesday
2025-12-17,Dnipropetrovska oblast,24,2025,12,Wednesday
2025-12-17,Donetska oblast,22,2025,12,Wednesday
2025-12-17,Ivano-Frankivska oblast,0,2025,12,Wednesday
2025-12-17,Kharkivska oblast,24,2025,12,Wednesday
2025-12-17,Khersonska oblast,13,2025,12,Wednesday
2025-12-17,Khmelnytska oblast,0,2025,12,Wednesday
2025-12-17,Kirovohradska oblast,7,2025,12,Wednesday
2025-12-17,Kyiv City,0,2025,12,Wednesday
2025-12-17,Kyivska oblast,3,2025,12,Wednesday
2025-12-17,Lvivska oblast,0,2025,12,Wednesday
2025-12-17,Mykolaivska oblast,11,2025,12,Wednesday
2025-12-17,Odeska oblast,18,2025,12,Wednesday
2025-12-17,Poltavska oblast,8,2025,12,Wednesday
2025-12-17,Rivnenska oblast,0,2025,12,Wednesday
2025-12-17,Sumska oblast,17,2025,12,Wednesday
2025-12-17,Ternopilska oblast,0,2025,12,Wednesday
2025-12-17,Vinnytska oblast,0,2025,12,Wednesday
2025-12-17,Volynska oblast,0,2025,12,Wednesday
2025-12-17,Zakarpatska oblast,0,2025,12,Wednesday
2025-12-17,Zaporizka oblast,16,2025,12,Wednesday
2025-12-17,Zhytomyrska oblast,0,2025,12,Wednesday
2025-12-18,Cherkaska oblast,1,2025,12,Thursday
2025-12-18,Chernihivska oblast,12,2025,12,Thursday
2025-12-18,Chernivetska oblast,0,2025,12,Thursday
2025-12-18,Dnipropetrovska oblast,24,2025,12,Thursday
2025-12-18,Donetska oblast,22,2025,12,Thursday
2025-12-18,Ivano-Frankivska oblast,0,2025,12,Thursday
2025-12-18,Kharkivska oblast,24,2025,12,Thursday
2025-12-18,Khersonska oblast,12,2025,12,Thursday
2025-12-18,Khmelnytska oblast,0,2025,12,Thursday
2025-12-18,Kirovohradska oblast,3,2025,12,Thursday
2025-12-18,Kyiv City,0,2025,12,Thursday
2025-12-18,Kyivska oblast,0,2025,12,Thursday
2025-12-18,Lvivska oblast,0,2025,12,Thursday
2025-12-18,Mykolaivska oblast,9,2025,12,Thursday
2025-12-18,Odeska oblast,14,2025,12,Thursday
2025-12-18,Poltavska oblast,8,2025,12,Thursday
2025-12-18,Rivnenska oblast,0,2025,12,Thursday
2025-12-18,Sumska oblast,19,2025,12,Thursday
2025-12-18,Ternopilska oblast,0,2025,12,Thursday
2025-12-18,Vinnytska oblast,0,2025,12,Thursday
2025-12-18,Volynska oblast,0,2025,12,Thursday
2025-12-18,Zakarpatska oblast,0,2025,12,Thursday
2025-12-18,Zaporizka oblast,17,2025,12,Thursday
2025-12-18,Zhytomyrska oblast,0,2025,12,Thursday
2025-12-19,Cherkaska oblast,1,2025,12,Friday
2025-12-19,Chernihivska oblast,5,2025,12,Friday
2025-12-19,Chernivetska oblast,0,2025,12,Friday
2025-12-19,Dnipropetrovska oblast,24,2025,12,Friday
2025-12-19,Donetska oblast,24,2025,12,Friday
2025-12-19,Ivano-Frankivska oblast,0,2025,12,Friday
2025-12-19,Kharkivska oblast,24,2025,12,Friday
2025-12-19,Khersonska oblast,24,2025,12,Friday
2025-12-19,Khmelnytska oblast,0,2025,12,Friday
2025-12-19,Kirovohradska oblast,8,2025,12,Friday
2025-12-19,Kyiv City,0,2025,12,Friday
2025-12-19,Kyivska oblast,0,2025,12,Friday
2025-12-19,Lvivska oblast,0,2025,12,Friday
2025-12-19,Mykolaivska oblast,14,2025,12,Friday
2025-12-19,Odeska oblast,19,2025,12,Friday
2025-12-19,Poltavska oblast,5,2025,12,Friday
2025-12-19,Rivnenska oblast,0,2025,12,Friday
2025-12-19,Sumska oblast,19,2025,12,Friday
2025-12-19,Ternopilska oblast,0,2025,12,Friday
2025-12-19,Vinnytska oblast,0,2025,12,Friday
2025-12-19,Volynska oblast,0,2025,12,Friday
2025-12-19,Zakarpatska oblast,0,2025,12,Friday
2025-12-19,Zaporizka oblast,21,2025,12,Friday
2025-12-19,Zhytomyrska oblast,0,2025,12,Friday
2025-12-20,Cherkaska oblast,0,2025,12,Saturday
2025-12-20,Chernihivska oblast,8,2025,12,Saturday
2025-12-20,Chernivetska oblast,0,2025,12,Saturday
2025-12-20,Dnipropetrovska oblast,24,2025,12,Saturday
2025-12-20,Donetska oblast,18,2025,12,Saturday
2025-12-20,Ivano-Frankivska oblast,0,2025,12,Saturday
2025-12-20,Kharkivska oblast,24,2025,12,Saturday
2025-12-20,Khersonska oblast,17,2025,12,Saturday
2025-12-20,Khmelnytska oblast,0,2025,12,Saturday
2025-12-20,Kirovohradska oblast,3,2025,12,Saturday
2025-12-20,Kyiv City,0,2025,12,Saturday
2025-12-20,Kyivska oblast,6,2025,12,Saturday
2025-12-20,Lvivska oblast,0,2025,12,Saturday
2025-12-20,Mykolaivska oblast,13,2025,12,Saturday
2025-12-20,Odeska oblast,17,2025,12,Saturday
2025-12-20,Poltavska oblast,2,2025,12,Saturday
2025-12-20,Rivnenska oblast,0,2025,12,Saturday
2025-12-20,Sumska oblast,7,2025,12,Saturday
2025-12-20,Ternopilska oblast,0,2025,12,Saturday
2025-12-20,Vinnytska oblast,0,2025,12,Saturday
2025-12-20,Volynska oblast,0,2025,12,Saturday
2025-12-20,Zakarpatska oblast,0,2025,12,Saturday
2025-12-20,Zaporizka oblast,16,2025,12,Saturday
2025-12-20,Zhytomyrska oblast,4,2025,12,Saturday
2025-12-21,Cherkaska oblast,0,2025,12,Sunday
2025-12-21,Chernihivska oblast,6,2025,12,Sunday
2025-12-21,Chernivetska oblast,0,2025,12,Sunday
2025-12-21,Dnipropetrovska oblast,24,2025,12,Sunday
2025-12-21,Donetska oblast,22,2025,12,Sunday
2025-12-21,Ivano-Frankivska oblast,0,2025,12,Sunday
2025-12-21,Kharkivska oblast,24,2025,12,Sunday
2025-12-21,Khersonska oblast,15,2025,12,Sunday
2025-12-21,Khmelnytska oblast,0,2025,12,Sunday
2025-12-21,Kirovohradska oblast,2,2025,12,Sunday
2025-12-21,Kyiv City,0,2025,12,Sunday
2025-12-21,Kyivska oblast,3,2025,12,Sunday
2025-12-21,Lvivska oblast,0,2025,12,Sunday
2025-12-21,Mykolaivska oblast,11,2025,12,Sunday
2025-12-21,Odeska oblast,20,2025,12,Sunday
2025-12-21,Poltavska oblast,0,2025,12,Sunday
2025-12-21,Rivnenska oblast,2,2025,12,Sunday
2025-12-21,Sumska oblast,15,2025,12,Sunday
2025-12-21,Ternopilska oblast,0,2025,12,Sunday
2025-12-21,Vinnytska oblast,0,2025,12,Sunday
2025-12-21,Volynska oblast,0,2025,12,Sunday
2025-12-21,Zakarpatska oblast,0,2025,12,Sunday
2025-12-21,Zaporizka oblast,12,2025,12,Sunday
2025-12-21,Zhytomyrska oblast,2,2025,12,Sunday
2025-12-22,Cherkaska oblast,1,2025,12,Monday
2025-12-22,Chernihivska oblast,21,2025,12,Monday
2025-12-22,Chernivetska oblast,0,2025,12,Monday
2025-12-22,Dnipropetrovska oblast,24,2025,12,Monday
2025-12-22,Donetska oblast,21,2025,12,Monday
2025-12-22,Ivano-Frankivska oblast,0,2025,12,Monday
2025-12-22,Kharkivska oblast,24,2025,12,Monday
2025-12-22,Khersonska oblast,6,2025,12,Monday
2025-12-22,Khmelnytska oblast,0,2025,12,Monday
2025-12-22,Kirovohradska oblast,2,2025,12,Monday
2025-12-22,Kyiv City,0,2025,12,Monday
2025-12-22,Kyivska oblast,18,2025,12,Monday
2025-12-22,Lvivska oblast,0,2025,12,Monday
2025-12-22,Mykolaivska oblast,4,2025,12,Monday
2025-12-22,Odeska oblast,12,2025,12,Monday
2025-12-22,Poltavska oblast,1,2025,12,Monday
2025-12-22,Rivnenska oblast,0,2025,12,Monday
2025-12-22,Sumska oblast,13,2025,12,Monday
2025-12-22,Ternopilska oblast,0,2025,12,Monday
2025-12-22,Vinnytska oblast,0,2025,12,Monday
2025-12-22,Volynska oblast,0,2025,12,Monday
2025-12-22,Zakarpatska oblast,0,2025,12,Monday
2025-12-22,Zaporizka oblast,14,2025,12,Monday
2025-12-22,Zhytomyrska oblast,16,2025,12,Monday
2025-12-23,Cherkaska oblast,13,2025,12,Tuesday
2025-12-23,Chernihivska oblast,24,2025,12,Tuesday
2025-12-23,Chernivetska oblast,5,2025,12,Tuesday
2025-12-23,Dnipropetrovska oblast,24,2025,12,Tuesday
2025-12-23,Donetska oblast,24,2025,12,Tuesday
2025-12-23,Ivano-Frankivska oblast,5,2025,12,Tuesday
2025-12-23,Kharkivska oblast,24,2025,12,Tuesday
2025-12-23,Khersonska oblast,17,2025,12,Tuesday
2025-12-23,Khmelnytska oblast,5,2025,12,Tuesday
2025-12-23,Kirovohradska oblast,12,2025,12,Tuesday
2025-12-23,Kyiv City,8,2025,12,Tuesday
2025-12-23,Kyivska oblast,21,2025,12,Tuesday
2025-12-23,Lvivska oblast,4,2025,12,Tuesday
2025-12-23,Mykolaivska oblast,13,2025,12,Tuesday
2025-12-23,Odeska oblast,16,2025,12,Tuesday
2025-12-23,Poltavska oblast,20,2025,12,Tuesday
2025-12-23,Rivnenska oblast,6,2025,12,Tuesday
2025-12-23,Sumska oblast,24,2025,12,Tuesday
2025-12-23,Ternopilska oblast,5,2025,12,Tuesday
2025-12-23,Vinnytska oblast,7,2025,12,Tuesday
2025-12-23,Volynska oblast,4,2025,12,Tuesday
2025-12-23,Zakarpatska oblast,4,2025,12,Tuesday
2025-12-23,Zaporizka oblast,20,2025,12,Tuesday
2025-12-23,Zhytomyrska oblast,19,2025,12,Tuesday
2025-12-24,Cherkaska oblast,7,2025,12,Wednesday
2025-12-24,Chernihivska oblast,21,2025,12,Wednesday
2025-12-24,Chernivetska oblast,0,2025,12,Wednesday
2025-12-24,Dnipropetrovska oblast,24,2025,12,Wednesday
2025-12-24,Donetska oblast,22,2025,12,Wednesday
2025-12-24,Ivano-Frankivska oblast,0,2025,12,Wednesday
2025-12-24,Kharkivska oblast,24,2025,12,Wednesday
2025-12-24,Khersonska oblast,11,2025,12,Wednesday
2025-12-24,Khmelnytska oblast,0,2025,12,Wednesday
2025-12-24,Kirovohradska oblast,7,2025,12,Wednesday
2025-12-24,Kyiv City,0,2025,12,Wednesday
2025-12-24,Kyivska oblast,12,2025,12,Wednesday
2025-12-24,Lvivska oblast,0,2025,12,Wednesday
2025-12-24,Mykolaivska oblast,7,2025,12,Wednesday
2025-12-24,Odeska oblast,11,2025,12,Wednesday
2025-12-24,Poltavska oblast,18,2025,12,Wednesday
2025-12-24,Rivnenska oblast,0,2025,12,Wednesday
2025-12-24,Sumska oblast,24,2025,12,Wednesday
2025-12-24,Ternopilska oblast,0,2025,12,Wednesday
2025-12-24,Vinnytska oblast,0,2025,12,Wednesday
2025-12-24,Volynska oblast,0,2025,12,Wednesday
2025-12-24,Zakarpatska oblast,0,2025,12,Wednesday
2025-12-24,Zaporizka oblast,15,2025,12,Wednesday
2025-12-24,Zhytomyrska oblast,6,2025,12,Wednesday
2025-12-25,Cherkaska oblast,3,2025,12,Thursday
2025-12-25,Chernihivska oblast,19,2025,12,Thursday
2025-12-25,Chernivetska oblast,0,2025,12,Thursday
2025-12-25,Dnipropetrovska oblast,24,2025,12,Thursday
2025-12-25,Donetska oblast,24,2025,12,Thursday
2025-12-25,Ivano-Frankivska oblast,0,2025,12,Thursday
2025-12-25,Kharkivska oblast,24,2025,12,Thursday
2025-12-25,Khersonska oblast,13,2025,12,Thursday
2025-12-25,Khmelnytska oblast,0,2025,12,Thursday
2025-12-25,Kirovohradska oblast,1,2025,12,Thursday
2025-12-25,Kyiv City,4,2025,12,Thursday
2025-12-25,Kyivska oblast,15,2025,12,Thursday
2025-12-25,Lvivska oblast,0,2025,12,Thursday
2025-12-25,Mykolaivska oblast,7,2025,12,Thursday
2025-12-25,Odeska oblast,13,2025,12,Thursday
2025-12-25,Poltavska oblast,5,2025,12,Thursday
2025-12-25,Rivnenska oblast,4,2025,12,Thursday
2025-12-25,Sumska oblast,12,2025,12,Thursday
2025-12-25,Ternopilska oblast,0,2025,12,Thursday
2025-12-25,Vinnytska oblast,0,2025,12,Thursday
2025-12-25,Volynska oblast,4,2025,12,Thursday
2025-12-25,Zakarpatska oblast,0,2025,12,Thursday
2025-12-25,Zaporizka oblast,16,2025,12,Thursday
2025-12-25,Zhytomyrska oblast,8,2025,12,Thursday
2025-12-26,Cherkaska oblast,1,2025,12,Friday
2025-12-26,Chernihivska oblast,14,2025,12,Friday
2025-12-26,Chernivetska oblast,0,2025,12,Friday
2025-12-26,Dnipropetrovska oblast,24,2025,12,Friday
2025-12-26,Donetska oblast,20,2025,12,Friday
2025-12-26,Ivano-Frankivska oblast,2,2025,12,Friday
2025-12-26,Kharkivska oblast,24,2025,12,Friday
2025-12-26,Khersonska oblast,10,2025,12,Friday
2025-12-26,Khmelnytska oblast,2,2025,12,Friday
2025-12-26,Kirovohradska oblast,1,2025,12,Friday
2025-12-26,Kyiv City,1,2025,12,Friday
2025-12-26,Kyivska oblast,9,2025,12,Friday
2025-12-26,Lvivska oblast,0,2025,12,Friday
2025-12-26,Mykolaivska oblast,5,2025,12,Friday
2025-12-26,Odeska oblast,7,2025,12,Friday
2025-12-26,Poltavska oblast,1,2025,12,Friday
2025-12-26,Rivnenska oblast,9,2025,12,Friday
2025-12-26,Sumska oblast,10,2025,12,Friday
2025-12-26,Ternopilska oblast,0,2025,12,Friday
2025-12-26,Vinnytska oblast,3,2025,12,Friday
2025-12-26,Volynska oblast,7,2025,12,Friday
2025-12-26,Zakarpatska oblast,0,2025,12,Friday
2025-12-26,Zaporizka oblast,10,2025,12,Friday
2025-12-26,Zhytomyrska oblast,11,2025,12,Friday
2025-12-27,Cherkaska oblast,15,2025,12,Saturday
2025-12-27,Chernihivska oblast,17,2025,12,Saturday
2025-12-27,Chernivetska oblast,4,2025,12,Saturday
2025-12-27,Dnipropetrovska oblast,24,2025,12,Saturday
2025-12-27,Donetska oblast,24,2025,12,Saturday
2025-12-27,Ivano-Frankivska oblast,4,2025,12,Saturday
2025-12-27,Kharkivska oblast,24,2025,12,Saturday
2025-12-27,Khersonska oblast,12,2025,12,Saturday
2025-12-27,Khmelnytska oblast,5,2025,12,Saturday
2025-12-27,Kirovohradska oblast,15,2025,12,Saturday
2025-12-27,Kyiv City,17,2025,12,Saturday
2025-12-27,Kyivska oblast,17,2025,12,Saturday
2025-12-27,Lvivska oblast,4,2025,12,Saturday
2025-12-27,Mykolaivska oblast,8,2025,12,Saturday
2025-12-27,Odeska oblast,11,2025,12,Saturday
2025-12-27,Poltavska oblast,21,2025,12,Saturday
2025-12-27,Rivnenska oblast,4,2025,12,Saturday
2025-12-27,Sumska oblast,23,2025,12,Saturday
2025-12-27,Ternopilska oblast,4,2025,12,Saturday
2025-12-27,Vinnytska oblast,8,2025,12,Saturday
2025-12-27,Volynska oblast,4,2025,12,Saturday
2025-12-27,Zakarpatska oblast,4,2025,12,Saturday
2025-12-27,Zaporizka oblast,19,2025,12,Saturday
2025-12-27,Zhytomyrska oblast,14,2025,12,Saturday
2025-12-28,Cherkaska oblast,0,2025,12,Sunday
2025-12-28,Chernihivska oblast,0,2025,12,Sunday
2025-12-28,Chernivetska oblast,0,2025,12,Sunday
2025-12-28,Dnipropetrovska oblast,24,2025,12,Sunday
2025-12-28,Donetska oblast,24,2025,12,Sunday
2025-12-28,Ivano-Frankivska oblast,0,2025,12,Sunday
2025-12-28,Kharkivska oblast,24,2025,12,Sunday
2025-12-28,Khersonska oblast,1,2025,12,Sunday
2025-12-28,Khmelnytska oblast,0,2025,12,Sunday
2025-12-28,Kirovohradska oblast,0,2025,12,Sunday
2025-12-28,Kyiv City,0,2025,12,Sunday
2025-12-28,Kyivska oblast,0,2025,12,Sunday
2025-12-28,Lvivska oblast,0,2025,12,Sunday
2025-12-28,Mykolaivska oblast,1,2025,12,Sunday
2025-12-28,Odeska oblast,7,2025,12,Sunday
2025-12-28,Poltavska oblast,4,2025,12,Sunday
2025-12-28,Rivnenska oblast,0,2025,12,Sunday
2025-12-28,Sumska oblast,10,2025,12,Sunday
2025-12-28,Ternopilska oblast,0,2025,12,Sunday
2025-12-28,Vinnytska oblast,0,2025,12,Sunday
2025-12-28,Volynska oblast,0,2025,12,Sunday
2025-12-28,Zakarpatska oblast,0,2025,12,Sunday
2025-12-28,Zaporizka oblast,11,2025,12,Sunday
2025-12-28,Zhytomyrska oblast,0,2025,12,Sunday
2025-12-29,Cherkaska oblast,0,2025,12,Monday
2025-12-29,Chernihivska oblast,13,2025,12,Monday
2025-12-29,Chernivetska oblast,0,2025,12,Monday
2025-12-29,Dnipropetrovska oblast,24,2025,12,Monday
2025-12-29,Donetska oblast,24,2025,12,Monday
2025-12-29,Ivano-Frankivska oblast,0,2025,12,Monday
2025-12-29,Kharkivska oblast,24,2025,12,Monday
2025-12-29,Khersonska oblast,3,2025,12,Monday
2025-12-29,Khmelnytska oblast,0,2025,12,Monday
2025-12-29,Kirovohradska oblast,2,2025,12,Monday
2025-12-29,Kyiv City,0,2025,12,Monday
2025-12-29,Kyivska oblast,3,2025,12,Monday
2025-12-29,Lvivska oblast,0,2025,12,Monday
2025-12-29,Mykolaivska oblast,4,2025,12,Monday
2025-12-29,Odeska oblast,1,2025,12,Monday
2025-12-29,Poltavska oblast,4,2025,12,Monday
2025-12-29,Rivnenska oblast,0,2025,12,Monday
2025-12-29,Sumska oblast,12,2025,12,Monday
2025-12-29,Ternopilska oblast,0,2025,12,Monday
2025-12-29,Vinnytska oblast,0,2025,12,Monday
2025-12-29,Volynska oblast,0,2025,12,Monday
2025-12-29,Zakarpatska oblast,0,2025,12,Monday
2025-12-29,Zaporizka oblast,15,2025,12,Monday
2025-12-29,Zhytomyrska oblast,0,2025,12,Monday
2025-12-30,Cherkaska oblast,2,2025,12,Tuesday
2025-12-30,Chernihivska oblast,13,2025,12,Tuesday
2025-12-30,Chernivetska oblast,0,2025,12,Tuesday
2025-12-30,Dnipropetrovska oblast,24,2025,12,Tuesday
2025-12-30,Donetska oblast,22,2025,12,Tuesday
2025-12-30,Ivano-Frankivska oblast,0,2025,12,Tuesday
2025-12-30,Kharkivska oblast,24,2025,12,Tuesday
2025-12-30,Khersonska oblast,13,2025,12,Tuesday
2025-12-30,Khmelnytska oblast,0,2025,12,Tuesday
2025-12-30,Kirovohradska oblast,3,2025,12,Tuesday
2025-12-30,Kyiv City,0,2025,12,Tuesday
2025-12-30,Kyivska oblast,2,2025,12,Tuesday
2025-12-30,Lvivska oblast,0,2025,12,Tuesday
2025-12-30,Mykolaivska oblast,7,2025,12,Tuesday
2025-12-30,Odeska oblast,13,2025,12,Tuesday
2025-12-30,Poltavska oblast,4,2025,12,Tuesday
2025-12-30,Rivnenska oblast,0,2025,12,Tuesday
2025-12-30,Sumska oblast,18,2025,12,Tuesday
2025-12-30,Ternopilska oblast,0,2025,12,Tuesday
2025-12-30,Vinnytska oblast,1,2025,12,Tuesday
2025-12-30,Volynska oblast,0,2025,12,Tuesday
2025-12-30,Zakarpatska oblast,0,2025,12,Tuesday
2025-12-30,Zaporizka oblast,19,2025,12,Tuesday
2025-12-30,Zhytomyrska oblast,1,2025,12,Tuesday
2025-12-31,Cherkaska oblast,5,2025,12,Wednesday
2025-12-31,Chernihivska oblast,19,2025,12,Wednesday
2025-12-31,Chernivetska oblast,0,2025,12,Wednesday
2025-12-31,Dnipropetrovska oblast,24,2025,12,Wednesday
2025-12-31,Donetska oblast,24,2025,12,Wednesday
2025-12-31,Ivano-Frankivska oblast,0,2025,12,Wednesday
2025-12-31,Kharkivska oblast,24,2025,12,Wednesday
2025-12-31,Khersonska oblast,6,2025,12,Wednesday
2025-12-31,Khmelnytska oblast,0,2025,12,Wednesday
2025-12-31,Kirovohradska oblast,10,2025,12,Wednesday
2025-12-31,Kyiv City,2,2025,12,Wednesday
2025-12-31,Kyivska oblast,9,2025,12,Wednesday
2025-12-31,Lvivska oblast,0,2025,12,Wednesday
2025-12-31,Mykolaivska oblast,14,2025,12,Wednesday
2025-12-31,Odeska oblast,19,2025,12,Wednesday
2025-12-31,Poltavska oblast,18,2025,12,Wednesday
2025-12-31,Rivnenska oblast,2,2025,12,Wednesday
2025-12-31,Sumska oblast,21,2025,12,Wednesday
2025-12-31,Ternopilska oblast,0,2025,12,Wednesday
2025-12-31,Vinnytska oblast,0,2025,12,Wednesday
2025-12-31,Volynska oblast,2,2025,12,Wednesday
2025-12-31,Zakarpatska oblast,0,2025,12,Wednesday
2025-12-31,Zaporizka oblast,19,2025,12,Wednesday
2025-12-31,Zhytomyrska oblast,4,2025,12,Wednesday
2026-01-01,Cherkaska oblast,3,2026,1,Thursday
2026-01-01,Chernihivska oblast,23,2026,1,Thursday
2026-01-01,Chernivetska oblast,0,2026,1,Thursday
2026-01-01,Dnipropetrovska oblast,24,2026,1,Thursday
2026-01-01,Donetska oblast,23,2026,1,Thursday
2026-01-01,Ivano-Frankivska oblast,0,2026,1,Thursday
2026-01-01,Kharkivska oblast,24,2026,1,Thursday
2026-01-01,Khersonska oblast,16,2026,1,Thursday
2026-01-01,Khmelnytska oblast,2,2026,1,Thursday
2026-01-01,Kirovohradska oblast,9,2026,1,Thursday
2026-01-01,Kyiv City,0,2026,1,Thursday
2026-01-01,Kyivska oblast,16,2026,1,Thursday
2026-01-01,Lvivska oblast,0,2026,1,Thursday
2026-01-01,Mykolaivska oblast,17,2026,1,Thursday
2026-01-01,Odeska oblast,18,2026,1,Thursday
2026-01-01,Poltavska oblast,6,2026,1,Thursday
2026-01-01,Rivnenska oblast,12,2026,1,Thursday
2026-01-01,Sumska oblast,18,2026,1,Thursday
2026-01-01,Ternopilska oblast,0,2026,1,Thursday
2026-01-01,Vinnytska oblast,2,2026,1,Thursday
2026-01-01,Volynska oblast,12,2026,1,Thursday
2026-01-01,Zakarpatska oblast,0,2026,1,Thursday
2026-01-01,Zaporizka oblast,19,2026,1,Thursday
2026-01-01,Zhytomyrska oblast,14,2026,1,Thursday
2026-01-02,Cherkaska oblast,1,2026,1,Friday
2026-01-02,Chernihivska oblast,12,2026,1,Friday
2026-01-02,Chernivetska oblast,0,2026,1,Friday
2026-01-02,Dnipropetrovska oblast,24,2026,1,Friday
2026-01-02,Donetska oblast,24,2026,1,Friday
2026-01-02,Ivano-Frankivska oblast,0,2026,1,Friday
2026-01-02,Kharkivska oblast,24,2026,1,Friday
2026-01-02,Khersonska oblast,5,2026,1,Friday
2026-01-02,Khmelnytska oblast,0,2026,1,Friday
2026-01-02,Kirovohradska oblast,0,2026,1,Friday
2026-01-02,Kyiv City,2,2026,1,Friday
2026-01-02,Kyivska oblast,8,2026,1,Friday
2026-01-02,Lvivska oblast,0,2026,1,Friday
2026-01-02,Mykolaivska oblast,9,2026,1,Friday
2026-01-02,Odeska oblast,6,2026,1,Friday
2026-01-02,Poltavska oblast,1,2026,1,Friday
2026-01-02,Rivnenska oblast,0,2026,1,Friday
2026-01-02,Sumska oblast,9,2026,1,Friday
2026-01-02,Ternopilska oblast,0,2026,1,Friday
2026-01-02,Vinnytska oblast,0,2026,1,Friday
2026-01-02,Volynska oblast,0,2026,1,Friday
2026-01-02,Zakarpatska oblast,0,2026,1,Friday
2026-01-02,Zaporizka oblast,21,2026,1,Friday
2026-01-02,Zhytomyrska oblast,0,2026,1,Friday
2026-01-03,Cherkaska oblast,3,2026,1,Saturday
2026-01-03,Chernihivska oblast,11,2026,1,Saturday
2026-01-03,Chernivetska oblast,0,2026,1,Saturday
2026-01-03,Dnipropetrovska oblast,24,2026,1,Saturday
2026-01-03,Donetska oblast,23,2026,1,Saturday
2026-01-03,Ivano-Frankivska oblast,0,2026,1,Saturday
2026-01-03,Kharkivska oblast,24,2026,1,Saturday
2026-01-03,Khersonska oblast,8,2026,1,Saturday
2026-01-03,Khmelnytska oblast,0,2026,1,Saturday
2026-01-03,Kirovohradska oblast,3,2026,1,Saturday
2026-01-03,Kyiv City,1,2026,1,Saturday
2026-01-03,Kyivska oblast,3,2026,1,Saturday
2026-01-03,Lvivska oblast,0,2026,1,Saturday
2026-01-03,Mykolaivska oblast,10,2026,1,Saturday
2026-01-03,Odeska oblast,3,2026,1,Saturday
2026-01-03,Poltavska oblast,4,2026,1,Saturday
2026-01-03,Rivnenska oblast,0,2026,1,Saturday
2026-01-03,Sumska oblast,14,2026,1,Saturday
2026-01-03,Ternopilska oblast,0,2026,1,Saturday
2026-01-03,Vinnytska oblast,0,2026,1,Saturday
2026-01-03,Volynska oblast,0,2026,1,Saturday
2026-01-03,Zakarpatska oblast,0,2026,1,Saturday
2026-01-03,Zaporizka oblast,17,2026,1,Saturday
2026-01-03,Zhytomyrska oblast,0,2026,1,Saturday
2026-01-04,Cherkaska oblast,4,2026,1,Sunday
2026-01-04,Chernihivska oblast,24,2026,1,Sunday
2026-01-04,Chernivetska oblast,1,2026,1,Sunday
2026-01-04,Dnipropetrovska oblast,24,2026,1,Sunday
2026-01-04,Donetska oblast,24,2026,1,Sunday
2026-01-04,Ivano-Frankivska oblast,1,2026,1,Sunday
2026-01-04,Kharkivska oblast,24,2026,1,Sunday
2026-01-04,Khersonska oblast,11,2026,1,Sunday
2026-01-04,Khmelnytska oblast,1,2026,1,Sunday
2026-01-04,Kirovohradska oblast,5,2026,1,Sunday
2026-01-04,Kyiv City,2,2026,1,Sunday
2026-01-04,Kyivska oblast,2,2026,1,Sunday
2026-01-04,Lvivska oblast,1,2026,1,Sunday
2026-01-04,Mykolaivska oblast,6,2026,1,Sunday
2026-01-04,Odeska oblast,1,2026,1,Sunday
2026-01-04,Poltavska oblast,5,2026,1,Sunday
2026-01-04,Rivnenska oblast,1,2026,1,Sunday
2026-01-04,Sumska oblast,17,2026,1,Sunday
2026-01-04,Ternopilska oblast,1,2026,1,Sunday
2026-01-04,Vinnytska oblast,1,2026,1,Sunday
2026-01-04,Volynska oblast,1,2026,1,Sunday
2026-01-04,Zakarpatska oblast,1,2026,1,Sunday
2026-01-04,Zaporizka oblast,15,2026,1,Sunday
2026-01-04,Zhytomyrska oblast,1,2026,1,Sunday
2026-01-05,Cherkaska oblast,6,2026,1,Monday
2026-01-05,Chernihivska oblast,24,2026,1,Monday
2026-01-05,Chernivetska oblast,2,2026,1,Monday
2026-01-05,Dnipropetrovska oblast,24,2026,1,Monday
2026-01-05,Donetska oblast,23,2026,1,Monday
2026-01-05,Ivano-Frankivska oblast,2,2026,1,Monday
2026-01-05,Kharkivska oblast,24,2026,1,Monday
2026-01-05,Khersonska oblast,6,2026,1,Monday
2026-01-05,Khmelnytska oblast,2,2026,1,Monday
2026-01-05,Kirovohradska oblast,6,2026,1,Monday
2026-01-05,Kyiv City,5,2026,1,Monday
2026-01-05,Kyivska oblast,7,2026,1,Monday
2026-01-05,Lvivska oblast,2,2026,1,Monday
2026-01-05,Mykolaivska oblast,5,2026,1,Monday
2026-01-05,Odeska oblast,3,2026,1,Monday
2026-01-05,Poltavska oblast,10,2026,1,Monday
